bid,ask
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.09,100.11
100.09,100.11
100.09,100.1
100.09,100.1
100.09,100.1
100.09,100.1
100.09,100.1
100.09,100.1
100.08,100.1
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.11
100.09,100.11
100.09,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.1
100.07,100.1
100.06,100.1
100.06,100.1
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.05,100.07
100.05,100.07
100.06,100.07
100.06,100.08
100.05,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.12
100.07,100.12
100.07,100.12
100.08,100.12
100.07,100.12
100.07,100.12
100.07,100.12
100.07,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.06,100.12
100.06,100.12
100.06,100.12
100.06,100.12
100.06,100.11
100.06,100.11
100.06,100.11
100.06,100.11
100.06,100.11
100.06,100.11
100.06,100.12
100.06,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.07,100.12
100.07,100.12
100.07,100.12
100.07,100.12
100.07,100.12
100.07,100.12
100.07,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.13
100.11,100.13
100.11,100.13
100.11,100.13
100.11,100.13
100.11,100.13
100.11,100.13
100.06,100.13
100.06,100.13
100.06,100.13
100.06,100.13
100.06,100.13
100.06,100.13
100.06,100.13
100.06,100.1
100.06,100.1
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.06,100.08
100.05,100.08
100.06,100.08
100.06,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.04,100.08
100.04,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.04,100.08
100.04,100.08
100.04,100.08
100.04,100.07
100.04,100.08
100.04,100.08
100.04,100.08
100.04,100.08
100.04,100.08
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.04,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.04,100.06
100.04,100.07
100.04,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.04,100.06
100.04,100.06
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.05
100.04,100.05
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.04,100.05
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.03,100.07
100.03,100.06
100.03,100.06
100.03,100.06
100.03,100.06
100.03,100.06
100.03,100.06
100.03,100.06
100.03,100.06
100.03,100.07
100.03,100.07
100.03,100.07
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.02,100.03
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.01,100.03
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.02
100.0,100.03
100.0,100.03
100.0,100.03
100.0,100.03
100.0,100.03
100.0,100.03
100.0,100.03
100.0,100.03
100.0,100.03
100.0,100.02
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
100.0,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.01
99.99,100.0
99.99,100.0
99.99,100.0
99.99,100.0
99.99,100.0
99.99,100.0
99.99,100.0
99.99,100.0
100.0,100.01
100.0,100.01
100.0,100.01
99.99,100.01
99.99,100.02
99.99,100.02
99.99,100.0
99.99,100.0
99.99,100.0
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
100.0,100.02
100.0,100.02
100.0,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.03
99.99,100.03
99.99,100.03
99.99,100.03
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
99.99,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.02
100.01,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.01,100.03
100.02,100.03
100.02,100.04
100.02,100.04
100.02,100.04
100.02,100.04
100.02,100.04
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.04
100.02,100.04
100.02,100.04
100.04,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.03,100.04
100.03,100.04
100.03,100.04
100.04,100.06
100.04,100.05
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.05,100.06
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.1
100.07,100.1
100.07,100.1
100.07,100.1
100.07,100.1
100.07,100.1
100.07,100.1
100.07,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.1
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.12,100.13
100.12,100.13
100.12,100.13
100.12,100.13
100.12,100.13
100.12,100.13
100.12,100.13
100.12,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.13
100.08,100.14
100.08,100.14
100.08,100.14
100.08,100.14
100.08,100.14
100.08,100.14
100.08,100.14
100.08,100.14
100.08,100.14
100.08,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.11,100.14
100.08,100.14
100.09,100.14
100.09,100.14
100.09,100.14
100.09,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.14
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
